,土地區段位置/建物區段門牌
15946,臺北市松山區南京東路四段1~30號
15947,臺北市松山區八德路四段245巷32弄61~90號
15948,臺北市萬華區中華路一段151~180號
15949,臺北市萬華區雅江街79巷1~30號
15951,臺北市萬華區桂林路121~150號
15957,臺北市中正區南昌路一段31~60號
15962,臺北市中正區南昌路二段1~30號
15964,臺北市中正區大埔街31~60號
15965,臺北市中正區大埔街31~60號
15967,臺北市中正區水源路27巷1~30號
15976,臺北市內湖區港華街51巷8弄1~30號
15977,臺北市內湖區康寧路三段56巷151~180號
15982,臺北市內湖區民權東路六段121~150號
15983,臺北市內湖區民權東路六段121~150號
15984,臺北市內湖區民權東路六段151~180號
16037,臺北市信義區福德街268巷5弄1~30號
16038,臺北市南港區重陽路361~390號
16039,臺北市松山區三民路101巷1~30號
16042,臺北市松山區富錦街359巷2弄1~30號
16045,臺北市大安區大安路一段91~120號
16050,臺北市大安區光復南路240巷31~60號
16061,臺北市北投區懷德街31~60號
16062,臺北市士林區士東路200巷61~90號
16065,臺北市內湖區東湖路113巷61~90號
16066,臺北市內湖區文德路220巷31~60號
16067,臺北市中山區松江路108巷1~30號
16069,臺北市大同區哈密街23巷1~30號
16072,臺北市文山區福興路106巷28弄1~30號
16073,臺北市文山區景興路114巷1~30號
16074,臺北市中正區大埔街21巷1~30號
16078,臺北市大安區麗水街21巷1~30號
16080,臺北市萬華區萬大路423巷31~60號
16081,臺北市萬華區長沙街二段61~90號
16083,臺北市內湖區內湖路一段591巷11弄1~30號
16084,臺北市內湖區金湖路65巷1~30號
16086,臺北市中山區民生東路一段31~60號
16087,臺北市內湖區康寧路一段173巷1~30號
16088,臺北市士林區社中街156巷31~60號
16095,臺北市北投區三合街一段82巷91~120號
16097,臺北市大安區泰順街31~60號
16100,臺北市松山區健康路325巷6弄1~30號
16102,臺北市南港區東新街121~150號
16104,臺北市松山區南京東路五段31~60號
16107,臺北市信義區吳興街364巷1~30號
16144,臺北市內湖區文湖街31~60號
16145,臺北市內湖區內湖路一段387巷1~30號
16151,臺北市內湖區金龍路222巷1~30號
16153,臺北市內湖區內湖路二段331~360號
16156,臺北市中山區民生東路一段31~60號
16163,臺北市文山區福興路106巷31~60號
16168,臺北市中正區羅斯福路二段8巷1~30號
16169,臺北市中正區羅斯福路二段8巷1~30號
16170,臺北市文山區辛亥路七段76巷1~30號
16173,臺北市文山區辛亥路四段77巷91~120號
16178,臺北市萬華區西園路二段372巷3弄31~60號
16180,臺北市萬華區康定路31~60號
16183,臺北市松山區光復南路58巷31~60號
16185,臺北市士林區延平北路五段245巷1~30號
16186,臺北市士林區通河西街二段121~150號
16189,臺北市大安區金華街48巷1~30號
16191,臺北市大安區大安路一段96巷1~30號
16202,臺北市士林區中山北路七段141巷14弄1~30號
16204,臺北市南港區興中路28巷1~30號
16210,臺北市萬華區艋舺大道120巷39弄1~30號
16213,臺北市萬華區洛陽街31~60號
16220,臺北市文山區興隆路四段29巷4弄1~30號
16223,臺北市內湖區康樂街72巷17弄91~120號
16227,臺北市中山區民權東路六段211~240號
16229,臺北市中山區吉林路361~390號
16231,臺北市中山區中山北路二段115巷1~30號
16232,臺北市中山區德惠街31~60號
16234,臺北市中山區新生北路三段56巷1~30號
16237,臺北市中山區中山北路一段121巷31~60號
16250,臺北市信義區信義路五段91~120號
16258,臺北市松山區南京東路五段291巷20弄1~30號
16261,臺北市大安區溫州街5巷1~30號
16262,臺北市大安區羅斯福路二段35巷31~60號
16263,臺北市大安區安和路一段49巷1~30號
16264,臺北市士林區環河北路三段151~180號
16265,臺北市北投區公?路161巷31~60號
16267,臺北市士林區社正路31~60號
16268,臺北市士林區承德路四段40巷91~120號
16270,臺北市士林區中山北路六段763巷7弄1~30號
16271,臺北市士林區承德路四段58巷46弄1~30號
16272,臺北市士林區延平北路五段136巷27弄1~30號
16275,臺北市中山區農安街91~120號
16278,臺北市大同區長安西路181~210號
16279,臺北市大安區安和路二段32巷1~30號
16281,臺北市中正區和平西路二段151~180號
16282,臺北市文山區辛亥路四段77巷92弄1~30號
16286,臺北市文山區景興路153巷1~30號
16287,臺北市中正區大埔街31~60號
16289,臺北市大安區樂利路5巷31~60號
16290,臺北市大安區瑞安街31巷1~30號
16292,臺北市大同區承德路一段91~120號
16293,臺北市中正區林森南路91~120號
16294,臺北市大同區民權西路121~150號
16297,臺北市北投區三合街一段36巷1~30號
16298,臺北市北投區榮華一路1~30號
16300,臺北市士林區中山北路七段151~180號
16301,臺北市士林區忠誠路二段10巷1~30號
16302,臺北市士林區社子街63巷1~30號
16309,臺北市士林區芝玉路一段211~240號
16310,臺北市士林區福港街210巷18弄1~30號
16317,臺北市士林區環河北路三段121~150號
16323,臺北市大安區光復南路631~660號
16325,臺北市松山區延壽街331~360號
16326,臺北市南港區成福路91~120號
16327,臺北市信義區忠孝東路五段524巷1弄1~30號
16332,臺北市松山區南京東路五段301~330號
16333,臺北市信義區光復南路481~510號
16345,臺北市內湖區新豐街61~90號
16349,臺北市中山區建國北路三段61~90號
16359,臺北市內湖區康樂街72巷6弄1~30號
16360,臺北市內湖區新富街31~60號
16361,臺北市中山區北安路573巷8弄1~30號
16362,臺北市內湖區行善路59巷1~30號
16363,臺北市內湖區康寧路三段189巷91~120號
16369,臺北市中正區南昌路二段91~120號
16372,臺北市萬華區漢中街1~30號
16374,臺北市中正區杭州南路一段77巷1~30號
16375,臺北市萬華區西寧南路61~90號
16379,臺北市南港區東新街121~150號
16382,臺北市內湖區安康路414巷1~30號
16386,臺北市大安區安居街124巷1~30號
16387,臺北市大安區復興南路二段301~330號
16388,臺北市北投區自強街151~180號
16389,臺北市北投區光明路211~240號
16390,臺北市士林區中正路349巷1~30號
16393,臺北市中山區堤頂大道二段331~360號
16397,臺北市信義區莊敬路391~420號
16403,臺北市大同區重慶北路二段181~210號
16404,臺北市文山區汀州路四段271~300號
16409,臺北市文山區萬壽路17巷1~30號
16410,臺北市文山區忠順街二段85巷1~30號
16413,臺北市中山區錦州街23巷1~30號
16414,臺北市內湖區內湖路二段331~360號
16416,臺北市內湖區新富街31~60號
16417,臺北市內湖區新富街31~60號
16419,臺北市內湖區內湖路二段391~420號
16420,臺北市內湖區內湖路一段721~750號
16424,臺北市中山區新生北路三段61~90號
16426,臺北市中山區新生北路三段31~60號
16427,臺北市中山區雙城街13巷1~30號
16428,臺北市中山區明水路691~720號
16429,臺北市內湖區東湖路113巷31~60號
16430,臺北市內湖區內湖路三段331~360號
16435,臺北市萬華區西園路一段256巷1~30號
16437,臺北市大同區延平北路一段61~90號
16440,臺北市信義區和平東路三段361~390號
16445,臺北市信義區吳興街600巷121~150號
16447,臺北市信義區吳興街600巷55弄1~30號
16448,臺北市信義區吳興街284巷9弄1~30號
16449,臺北市信義區吳興街600巷76弄151~180號
16450,臺北市松山區信義路六段76巷2弄31~60號
16453,臺北市大安區羅斯福路二段81巷1~30號
16456,臺北市士林區格致路20巷1~30號
16458,臺北市北投區中和街31~60號
16461,臺北市北投區三合街一段82巷91~120號
16462,臺北市士林區承德路四段61~90號
16468,臺北市大同區錦西街61~90號
16471,臺北市文山區興德路30巷1~30號
16472,臺北市文山區和興路1~30號
16473,臺北市文山區興隆路二段217巷1~30號
16474,臺北市中正區汀州路二段255巷12弄1~30號
16476,臺北市文山區木柵路四段151~180號
16477,臺北市文山區汀州路四段241~270號
16478,臺北市中正區羅斯福路二段4巷1~30號
16479,臺北市中正區羅斯福路一段31~60號
16480,臺北市大安區新生南路一段119巷1~30號
16484,臺北市大同區延平北路三段31~60號
16486,臺北市中山區中山北路二段93巷1~30號
16487,臺北市北投區中央北路一段179巷1~30號
16499,臺北市北投區泉源路31~60號
16523,臺北市大安區安居街124巷1~30號
16524,臺北市松山區延壽街402巷2弄1~30號
16527,臺北市松山區復興北路481~510號
16530,臺北市萬華區康定路211~240號
16533,臺北市內湖區康樂街72巷17弄1~30號
16553,臺北市萬華區漢中街1~30號
16557,臺北市信義區忠孝東路五段211~240號
16559,臺北市南港區重陽路57巷91~120號
16560,臺北市內湖區成功路三段151~180號
16561,臺北市中山區雙城街3巷1~30號
16562,臺北市內湖區文德路220巷31~60號
16567,臺北市中山區市民大道三段151~180號
16569,臺北市中山區中山北路二段65巷2弄31~60號
16572,臺北市萬華區貴陽街二段61~90號
16576,臺北市萬華區長泰街1~30號
16581,臺北市文山區汀州路四段241~270號
16582,臺北市文山區新光路一段32巷4弄1~30號
16583,臺北市文山區指南路三段31~60號
16584,臺北市文山區指南路三段91~120號
16585,臺北市文山區指南路三段91~120號
16586,臺北市中正區羅斯福路二段48巷1~30號
16588,臺北市文山區汀州路四段241~270號
16591,臺北市中山區農安街1~30號
16594,臺北市內湖區行善路25巷40弄1~30號
16598,臺北市中山區龍江路241~270號
16599,臺北市內湖區民權東路六段121~150號
16604,臺北市信義區莊敬路197巷1~30號
16606,臺北市南港區重陽路125巷36弄1~30號
16608,臺北市信義區吳興街600巷100弄1~30號
16611,臺北市北投區三合街一段82巷91~120號
16614,臺北市士林區環河北路三段121~150號
16621,臺北市文山區景興路181~210號
16624,臺北市文山區汀州路四段241~270號
16626,臺北市中正區和平西路一段91~120號
16627,臺北市中正區大埔街31~60號
16629,臺北市大同區歸綏街121~150號
16634,臺北市萬華區昆明街61~90號
16640,臺北市內湖區星雲街168巷31~60號
16641,臺北市內湖區成功路四段30巷1~30號
16643,臺北市中山區農安街1~30號
16644,臺北市內湖區港華街91~120號
16645,臺北市內湖區康寧路三段99巷17弄1~30號
16646,臺北市內湖區成功路四段61~90號
16648,臺北市中山區民生西路45巷7弄1~30號
16649,臺北市南港區重陽路125巷36弄1~30號
16653,臺北市松山區民生東路五段121~150號
16654,臺北市松山區八德路四段271~300號
16657,臺北市北投區自強街31巷1~30號
16662,臺北市北投區溫泉路61~90號
16665,臺北市文山區萬隆街61~90號
16667,臺北市中正區新生南路一段146巷1~30號
16671,臺北市中山區錦州街91~120號
16676,臺北市士林區通河東街一段167巷16弄1~30號
16681,臺北市南港區三重路41巷31~60號
16682,臺北市內湖區五分街91~120號
16683,臺北市內湖區五分街72巷1~30號
16685,臺北市大同區民權西路151~180號
16688,臺北市文山區興隆路三段255巷1~30號
16691,臺北市北投區公館路306巷1~30號
16699,臺北市信義區忠孝東路五段241~270號
16702,臺北市松山區健康路325巷6弄1~30號
16704,臺北市信義區光復南路451~480號
16708,臺北市松山區八德路四段631~660號
16710,臺北市中山區民權東路三段31~60號
16713,臺北市內湖區星雲街16巷61~90號
16718,臺北市中山區農安街31~60號
16719,臺北市內湖區康樂街72巷17弄91~120號
16720,臺北市大同區寧夏路1~30號
16727,臺北市大同區寧夏路1~30號
16728,臺北市萬華區昆明街201巷1~30號
16729,臺北市萬華區東園街66巷1~30號
16743,臺北市中正區大埔街31~60號
16745,臺北市文山區木柵路四段159巷151~180號
16749,臺北市大同區太原路133巷1~30號
16751,臺北市萬華區漢口街二段31~60號
16753,臺北市內湖區文德路22巷74弄1~30號
16758,臺北市內湖區新富街31~60號
16759,臺北市內湖區東湖路106巷7弄1~30號
16760,臺北市松山區延壽街361~390號
16764,臺北市信義區信義路五段150巷301~330號
16765,臺北市松山區南京東路五段271~300號
16771,臺北市北投區大度路三段270巷61~90號
16775,臺北市北投區溫泉路65巷1~30號
16777,臺北市大安區臥龍街271~300號
16778,臺北市大安區忠孝東路三段211~240號
16781,臺北市文山區忠順街一段31~60號
16787,臺北市南港區三重路41巷31~60號
16788,臺北市南港區經貿二路157巷36弄61~90號
16791,臺北市大安區延吉街61~90號
16792,臺北市大安區忠孝東路四段205巷7弄1~30號
16794,臺北市大安區忠孝東路三段251巷7弄1~30號
16797,臺北市北投區三合街一段82巷62弄1~30號
16800,臺北市北投區永興路31~60號
16801,臺北市松山區民生東路五段151~180號
16802,臺北市南港區南深路31~60號
16807,臺北市大安區光復南路181~210號
16808,臺北市大安區安和路一段31~60號
16809,臺北市大安區嘉興街363巷7弄1~30號
16810,臺北市北投區崗山路9巷1~30號
16811,臺北市北投區光明路211~240號
16826,臺北市內湖區內湖路一段285巷69弄61~90號
16830,臺北市內湖區金龍路47巷13弄1~30號
16831,臺北市內湖區康寧路三段181~210號
16832,臺北市內湖區康樂街61巷79弄1~30號
